mapping_key,candidate_rank,match_score,activity_group,boundary_role,activity_name,location,reference_product,unit,source_name,source_file,database,system_model,version,basis,licence_status,review_status,notes
scrap_steel,1,10,end_of_life,scrap or waste steel sensitivity,"treatment of scrap steel, inert material landfill",Europe without Switzerland,scrap steel,,ecoinvent,194526a0-a75b-4a60-8680-33757b101f61_d1a4a803-c563-4740-84cf-3c21a488bd74.spold,,,,Steel recycling/disposal choices can strongly affect results and must stay explicit.,shareable_metadata_only,needs_lca_review,Candidate activity only; final selection and impact factor must be reviewed privately.
scrap_steel,2,10,end_of_life,scrap or waste steel sensitivity,"treatment of scrap steel, municipal incineration",Europe without Switzerland,"iron scrap, sorted, pressed",,ecoinvent,406b19b1-5b89-4871-b009-f533473c0f41_4f312355-ac65-4635-8fb2-006dba64ce60.spold,,,,Steel recycling/disposal choices can strongly affect results and must stay explicit.,shareable_metadata_only,needs_lca_review,Candidate activity only; final selection and impact factor must be reviewed privately.
scrap_steel,3,10,end_of_life,scrap or waste steel sensitivity,"treatment of scrap steel, municipal incineration",Europe without Switzerland,scrap steel,,ecoinvent,406b19b1-5b89-4871-b009-f533473c0f41_d1a4a803-c563-4740-84cf-3c21a488bd74.spold,,,,Steel recycling/disposal choices can strongly affect results and must stay explicit.,shareable_metadata_only,needs_lca_review,Candidate activity only; final selection and impact factor must be reviewed privately.
scrap_steel,4,8,end_of_life,scrap or waste steel sensitivity,market for scrap steel,Europe without Switzerland,scrap steel,,ecoinvent,6710d64e-9099-4848-8fdc-3784ad945faf_d1a4a803-c563-4740-84cf-3c21a488bd74.spold,,,,Steel recycling/disposal choices can strongly affect results and must stay explicit.,shareable_metadata_only,needs_lca_review,Candidate activity only; final selection and impact factor must be reviewed privately.
scrap_steel,5,7,end_of_life,scrap or waste steel sensitivity,"treatment of scrap steel, inert material landfill",RoW,scrap steel,,ecoinvent,d1dd4757-d895-4eed-b541-4084fa184bd0_d1a4a803-c563-4740-84cf-3c21a488bd74.spold,,,,Steel recycling/disposal choices can strongly affect results and must stay explicit.,shareable_metadata_only,needs_lca_review,Candidate activity only; final selection and impact factor must be reviewed privately.
scrap_steel,6,7,end_of_life,scrap or waste steel sensitivity,"treatment of scrap steel, municipal incineration",RoW,"iron scrap, sorted, pressed",,ecoinvent,ede2918b-bbb3-4d32-9aa2-4be5ee63f69a_4f312355-ac65-4635-8fb2-006dba64ce60.spold,,,,Steel recycling/disposal choices can strongly affect results and must stay explicit.,shareable_metadata_only,needs_lca_review,Candidate activity only; final selection and impact factor must be reviewed privately.
scrap_steel,7,7,end_of_life,scrap or waste steel sensitivity,"treatment of scrap steel, municipal incineration",RoW,scrap steel,,ecoinvent,ede2918b-bbb3-4d32-9aa2-4be5ee63f69a_d1a4a803-c563-4740-84cf-3c21a488bd74.spold,,,,Steel recycling/disposal choices can strongly affect results and must stay explicit.,shareable_metadata_only,needs_lca_review,Candidate activity only; final selection and impact factor must be reviewed privately.
scrap_steel,8,6,end_of_life,scrap or waste steel sensitivity,"treatment of scrap steel, inert material landfill",CH,scrap steel,,ecoinvent,5f09b08b-bd3a-41af-ae03-eb2544eaa8af_d1a4a803-c563-4740-84cf-3c21a488bd74.spold,,,,Steel recycling/disposal choices can strongly affect results and must stay explicit.,shareable_metadata_only,needs_lca_review,Candidate activity only; final selection and impact factor must be reviewed privately.
scrap_steel,9,6,end_of_life,scrap or waste steel sensitivity,"treatment of scrap steel, municipal incineration",CH,scrap steel,,ecoinvent,2bbf6539-5b41-470c-aebe-d5f2e102e081_d1a4a803-c563-4740-84cf-3c21a488bd74.spold,,,,Steel recycling/disposal choices can strongly affect results and must stay explicit.,shareable_metadata_only,needs_lca_review,Candidate activity only; final selection and impact factor must be reviewed privately.
scrap_steel,10,6,end_of_life,scrap or waste steel sensitivity,"treatment of scrap steel, municipal incineration with fly ash extraction",CH,"iron scrap, sorted, pressed",,ecoinvent,0d02f9c4-1570-46d1-b92e-0d8d94ef16d9_4f312355-ac65-4635-8fb2-006dba64ce60.spold,,,,Steel recycling/disposal choices can strongly affect results and must stay explicit.,shareable_metadata_only,needs_lca_review,Candidate activity only; final selection and impact factor must be reviewed privately.
