scenario,pipeline_name,gate_status,gate_confidence,work_item_id,work_item_name,work_stage,quantity_low,quantity_base,quantity_high,unit,cost_include,cost_driver,lca_include,lca_mapping_key,data_quality,basis,reference_ids,notes
nsta_pl3627,Production Jumper Bundle from Manifold M1X to XT CP21 - Gas,marginal,low,replacement_or_refurbishment_steel,Replacement or refurbishment steel allowance,field_execution,894.393064,1031.317516,1175.751458,kg,yes,replacement_steel_kg,yes,pipeline_steel,screening_calculation,Calculated as new-build pipe steel mass multiplied by the gate-recommended refurbishment steel fraction.,REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_YUSOF_AZIZ_2025_PETRONAS_DENSE_PHASE_CO2_REPURPOSING,Uses refurbishment fraction 0.0500; replace with inspection-based repair quantities when available.
nsta_pl3627,Production Jumper Bundle from Manifold M1X to XT CP21 - Gas,marginal,low,refurbishment_activity_package,Refurbishment activity package,aggregate_lca_package,0.04,0.04,0.04,km,no,not_for_direct_cost_sum,yes,refurbishment_activity,aggregate_screening_package,"Aggregate LCA package for inspection, cleaning, drying, repair and recommissioning until detailed process factors are split.",REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR,Use this as the current LCA package row. Individual work items show what the package should later be split into.
nsta_pl3631,Production Jumper Bundle from M1X to XT CP01 (M1X) - Gas,marginal,low,confirm_co2_composition_and_impurities,Confirm CO2 composition and impurities,requalification_study,1.0,1.0,1.0,study,yes,engineering_study_each,no,not_applicable,screening_driver,"Required before corrosion, phase, material and operating checks can be finalised.",REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3631,Production Jumper Bundle from M1X to XT CP01 (M1X) - Gas,marginal,low,confirm_water_limit_and_dew_point,Confirm water limit and dew-point basis,requalification_study,1.0,1.0,1.0,study,yes,engineering_study_each,no,not_applicable,screening_driver,Dry CO2 specification and water-dew-point margin control corrosion risk.,REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3631,Production Jumper Bundle from M1X to XT CP01 (M1X) - Gas,marginal,low,cleaning_drying_and_debris_assessment,"Cleaning, drying and debris assessment",field_execution,0.062,0.062,0.062,km,yes,cleaning_drying_per_km,included_in_refurbishment_package,refurbishment_activity,screening_driver,"Pipeline preparation is needed where corrosion, debris or dry-CO2 readiness remains uncertain.",REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3631,Production Jumper Bundle from M1X to XT CP01 (M1X) - Gas,marginal,low,ili_mfl_or_equivalent_inspection,ILI/MFL or equivalent inspection campaign,inspection,0.062,0.062,0.062,km,yes,inspection_per_km,included_in_refurbishment_package,refurbishment_activity,screening_driver,Inspection evidence is needed before reuse can be treated as a serious option.,REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR; REF_BURKINSHAW_GALLON_CARVELL_HUSSAIN_2024_HYDROGEN_DATA_EVIDENCE,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3631,Production Jumper Bundle from M1X to XT CP01 (M1X) - Gas,marginal,low,material_certificates_or_testing,Material certificates or material testing,requalification_study,1.0,1.0,1.0,campaign,yes,material_testing_campaign,included_in_refurbishment_package,refurbishment_activity,screening_driver,"Material evidence is needed for pipe, weld and fracture checks.",REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_YUSOF_AZIZ_2025_PETRONAS_DENSE_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3631,Production Jumper Bundle from M1X to XT CP01 (M1X) - Gas,marginal,low,component_compatibility_review,Component compatibility review,requalification_study,1.0,1.0,1.0,review,yes,compatibility_review_each,no,not_applicable,screening_driver,"Valves, seals, coatings and equipment exposed to CO2 service need compatibility review.",REF_KASS_ET_AL_2023_MATERIAL_COMPATIBILITY,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3631,Production Jumper Bundle from M1X to XT CP01 (M1X) - Gas,marginal,low,fracture_and_decompression_screen,Fracture and decompression screen,requalification_study,1.0,1.0,1.0,study,yes,fracture_decompression_study_each,no,not_applicable,screening_driver,Dense-phase or high-pressure CO2 reuse needs fracture and decompression evidence.,REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_YUSOF_AZIZ_2025_PETRONAS_DENSE_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3631,Production Jumper Bundle from M1X to XT CP01 (M1X) - Gas,marginal,low,co2_leak_detection_isolation_and_imr_plan,"CO2 leak detection, isolation and IMR plan",operations_readiness,1.0,1.0,1.0,plan,yes,imr_plan_each,no,not_applicable,screening_driver,"Reuse needs an operating integrity, leak detection and repair plan before operation.",REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3631,Production Jumper Bundle from M1X to XT CP01 (M1X) - Gas,marginal,low,replacement_or_refurbishment_steel,Replacement or refurbishment steel allowance,field_execution,1386.309249,1598.54215,1822.41476,kg,yes,replacement_steel_kg,yes,pipeline_steel,screening_calculation,Calculated as new-build pipe steel mass multiplied by the gate-recommended refurbishment steel fraction.,REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_YUSOF_AZIZ_2025_PETRONAS_DENSE_PHASE_CO2_REPURPOSING,Uses refurbishment fraction 0.0500; replace with inspection-based repair quantities when available.
nsta_pl3631,Production Jumper Bundle from M1X to XT CP01 (M1X) - Gas,marginal,low,refurbishment_activity_package,Refurbishment activity package,aggregate_lca_package,0.062,0.062,0.062,km,no,not_for_direct_cost_sum,yes,refurbishment_activity,aggregate_screening_package,"Aggregate LCA package for inspection, cleaning, drying, repair and recommissioning until detailed process factors are split.",REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR,Use this as the current LCA package row. Individual work items show what the package should later be split into.
nsta_pl3633,Production Jumper Bundle from Manifold M1X to XT CP20 - Gas,marginal,low,confirm_co2_composition_and_impurities,Confirm CO2 composition and impurities,requalification_study,1.0,1.0,1.0,study,yes,engineering_study_each,no,not_applicable,screening_driver,"Required before corrosion, phase, material and operating checks can be finalised.",REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3633,Production Jumper Bundle from Manifold M1X to XT CP20 - Gas,marginal,low,confirm_water_limit_and_dew_point,Confirm water limit and dew-point basis,requalification_study,1.0,1.0,1.0,study,yes,engineering_study_each,no,not_applicable,screening_driver,Dry CO2 specification and water-dew-point margin control corrosion risk.,REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3633,Production Jumper Bundle from Manifold M1X to XT CP20 - Gas,marginal,low,cleaning_drying_and_debris_assessment,"Cleaning, drying and debris assessment",field_execution,0.055,0.055,0.055,km,yes,cleaning_drying_per_km,included_in_refurbishment_package,refurbishment_activity,screening_driver,"Pipeline preparation is needed where corrosion, debris or dry-CO2 readiness remains uncertain.",REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3633,Production Jumper Bundle from Manifold M1X to XT CP20 - Gas,marginal,low,ili_mfl_or_equivalent_inspection,ILI/MFL or equivalent inspection campaign,inspection,0.055,0.055,0.055,km,yes,inspection_per_km,included_in_refurbishment_package,refurbishment_activity,screening_driver,Inspection evidence is needed before reuse can be treated as a serious option.,REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR; REF_BURKINSHAW_GALLON_CARVELL_HUSSAIN_2024_HYDROGEN_DATA_EVIDENCE,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3633,Production Jumper Bundle from Manifold M1X to XT CP20 - Gas,marginal,low,material_certificates_or_testing,Material certificates or material testing,requalification_study,1.0,1.0,1.0,campaign,yes,material_testing_campaign,included_in_refurbishment_package,refurbishment_activity,screening_driver,"Material evidence is needed for pipe, weld and fracture checks.",REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_YUSOF_AZIZ_2025_PETRONAS_DENSE_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3633,Production Jumper Bundle from Manifold M1X to XT CP20 - Gas,marginal,low,component_compatibility_review,Component compatibility review,requalification_study,1.0,1.0,1.0,review,yes,compatibility_review_each,no,not_applicable,screening_driver,"Valves, seals, coatings and equipment exposed to CO2 service need compatibility review.",REF_KASS_ET_AL_2023_MATERIAL_COMPATIBILITY,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3633,Production Jumper Bundle from Manifold M1X to XT CP20 - Gas,marginal,low,fracture_and_decompression_screen,Fracture and decompression screen,requalification_study,1.0,1.0,1.0,study,yes,fracture_decompression_study_each,no,not_applicable,screening_driver,Dense-phase or high-pressure CO2 reuse needs fracture and decompression evidence.,REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_YUSOF_AZIZ_2025_PETRONAS_DENSE_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3633,Production Jumper Bundle from Manifold M1X to XT CP20 - Gas,marginal,low,co2_leak_detection_isolation_and_imr_plan,"CO2 leak detection, isolation and IMR plan",operations_readiness,1.0,1.0,1.0,plan,yes,imr_plan_each,no,not_applicable,screening_driver,"Reuse needs an operating integrity, leak detection and repair plan before operation.",REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate."
nsta_pl3633,Production Jumper Bundle from Manifold M1X to XT CP20 - Gas,marginal,low,replacement_or_refurbishment_steel,Replacement or refurbishment steel allowance,field_execution,1229.790463,1418.061585,1616.658255,kg,yes,replacement_steel_kg,yes,pipeline_steel,screening_calculation,Calculated as new-build pipe steel mass multiplied by the gate-recommended refurbishment steel fraction.,REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_YUSOF_AZIZ_2025_PETRONAS_DENSE_PHASE_CO2_REPURPOSING,Uses refurbishment fraction 0.0500; replace with inspection-based repair quantities when available.
nsta_pl3633,Production Jumper Bundle from Manifold M1X to XT CP20 - Gas,marginal,low,refurbishment_activity_package,Refurbishment activity package,aggregate_lca_package,0.055,0.055,0.055,km,no,not_for_direct_cost_sum,yes,refurbishment_activity,aggregate_screening_package,"Aggregate LCA package for inspection, cleaning, drying, repair and recommissioning until detailed process factors are split.",REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR,Use this as the current LCA package row. Individual work items show what the package should later be split into.
nsta_pl2759j2,LAGGAN MANIFOLD TO ILT 1-1/2 ON PL2759,fail,low,confirm_co2_composition_and_impurities,Confirm CO2 composition and impurities,requalification_study,1.0,1.0,1.0,study,yes,engineering_study_each,no,not_applicable,screening_driver,"Required before corrosion, phase, material and operating checks can be finalised.",REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j2,LAGGAN MANIFOLD TO ILT 1-1/2 ON PL2759,fail,low,confirm_water_limit_and_dew_point,Confirm water limit and dew-point basis,requalification_study,1.0,1.0,1.0,study,yes,engineering_study_each,no,not_applicable,screening_driver,Dry CO2 specification and water-dew-point margin control corrosion risk.,REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j2,LAGGAN MANIFOLD TO ILT 1-1/2 ON PL2759,fail,low,cleaning_drying_and_debris_assessment,"Cleaning, drying and debris assessment",field_execution,0.12098,0.12098,0.12098,km,yes,cleaning_drying_per_km,included_in_refurbishment_package,refurbishment_activity,screening_driver,"Pipeline preparation is needed where corrosion, debris or dry-CO2 readiness remains uncertain.",REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j2,LAGGAN MANIFOLD TO ILT 1-1/2 ON PL2759,fail,low,ili_mfl_or_equivalent_inspection,ILI/MFL or equivalent inspection campaign,inspection,0.12098,0.12098,0.12098,km,yes,inspection_per_km,included_in_refurbishment_package,refurbishment_activity,screening_driver,Inspection evidence is needed before reuse can be treated as a serious option.,REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR; REF_BURKINSHAW_GALLON_CARVELL_HUSSAIN_2024_HYDROGEN_DATA_EVIDENCE,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j2,LAGGAN MANIFOLD TO ILT 1-1/2 ON PL2759,fail,low,material_certificates_or_testing,Material certificates or material testing,requalification_study,1.0,1.0,1.0,campaign,yes,material_testing_campaign,included_in_refurbishment_package,refurbishment_activity,screening_driver,"Material evidence is needed for pipe, weld and fracture checks.",REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_YUSOF_AZIZ_2025_PETRONAS_DENSE_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j2,LAGGAN MANIFOLD TO ILT 1-1/2 ON PL2759,fail,low,component_compatibility_review,Component compatibility review,requalification_study,1.0,1.0,1.0,review,yes,compatibility_review_each,no,not_applicable,screening_driver,"Valves, seals, coatings and equipment exposed to CO2 service need compatibility review.",REF_KASS_ET_AL_2023_MATERIAL_COMPATIBILITY,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j2,LAGGAN MANIFOLD TO ILT 1-1/2 ON PL2759,fail,low,fracture_and_decompression_screen,Fracture and decompression screen,requalification_study,1.0,1.0,1.0,study,yes,fracture_decompression_study_each,no,not_applicable,screening_driver,Dense-phase or high-pressure CO2 reuse needs fracture and decompression evidence.,REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_YUSOF_AZIZ_2025_PETRONAS_DENSE_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j2,LAGGAN MANIFOLD TO ILT 1-1/2 ON PL2759,fail,low,wall_thickness_verification,Wall-thickness verification,inspection,0.12098,0.12098,0.12098,km,yes,wall_thickness_verification_per_km,included_in_refurbishment_package,refurbishment_activity,screening_driver,Wall-thickness uncertainty must be reduced before detailed reuse decisions.,REF_BURKINSHAW_GALLON_CARVELL_HUSSAIN_2024_HYDROGEN_DATA_EVIDENCE; REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j2,LAGGAN MANIFOLD TO ILT 1-1/2 ON PL2759,fail,low,co2_leak_detection_isolation_and_imr_plan,"CO2 leak detection, isolation and IMR plan",operations_readiness,1.0,1.0,1.0,plan,yes,imr_plan_each,no,not_applicable,screening_driver,"Reuse needs an operating integrity, leak detection and repair plan before operation.",REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j2,LAGGAN MANIFOLD TO ILT 1-1/2 ON PL2759,fail,low,replacement_or_refurbishment_steel,Replacement or refurbishment steel allowance,field_execution,718.18142,804.836651,892.863341,kg,yes,replacement_steel_kg,yes,pipeline_steel,screening_calculation,Calculated as new-build pipe steel mass multiplied by the gate-recommended refurbishment steel fraction.,REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_YUSOF_AZIZ_2025_PETRONAS_DENSE_PHASE_CO2_REPURPOSING,Uses refurbishment fraction 0.0500; replace with inspection-based repair quantities when available. Conservative remaining life is non-positive; review before reuse.
nsta_pl2759j2,LAGGAN MANIFOLD TO ILT 1-1/2 ON PL2759,fail,low,refurbishment_activity_package,Refurbishment activity package,aggregate_lca_package,0.12098,0.12098,0.12098,km,no,not_for_direct_cost_sum,yes,refurbishment_activity,aggregate_screening_package,"Aggregate LCA package for inspection, cleaning, drying, repair and recommissioning until detailed process factors are split.",REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR,Use this as the current LCA package row. Individual work items show what the package should later be split into. Conservative remaining life is non-positive; review before reuse.
nsta_pl2759j1,TORMORE MANIFOLD TO TORMORE FLET 1-1,fail,low,confirm_co2_composition_and_impurities,Confirm CO2 composition and impurities,requalification_study,1.0,1.0,1.0,study,yes,engineering_study_each,no,not_applicable,screening_driver,"Required before corrosion, phase, material and operating checks can be finalised.",REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j1,TORMORE MANIFOLD TO TORMORE FLET 1-1,fail,low,confirm_water_limit_and_dew_point,Confirm water limit and dew-point basis,requalification_study,1.0,1.0,1.0,study,yes,engineering_study_each,no,not_applicable,screening_driver,Dry CO2 specification and water-dew-point margin control corrosion risk.,REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j1,TORMORE MANIFOLD TO TORMORE FLET 1-1,fail,low,cleaning_drying_and_debris_assessment,"Cleaning, drying and debris assessment",field_execution,0.110162,0.110162,0.110162,km,yes,cleaning_drying_per_km,included_in_refurbishment_package,refurbishment_activity,screening_driver,"Pipeline preparation is needed where corrosion, debris or dry-CO2 readiness remains uncertain.",REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j1,TORMORE MANIFOLD TO TORMORE FLET 1-1,fail,low,ili_mfl_or_equivalent_inspection,ILI/MFL or equivalent inspection campaign,inspection,0.110162,0.110162,0.110162,km,yes,inspection_per_km,included_in_refurbishment_package,refurbishment_activity,screening_driver,Inspection evidence is needed before reuse can be treated as a serious option.,REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR; REF_BURKINSHAW_GALLON_CARVELL_HUSSAIN_2024_HYDROGEN_DATA_EVIDENCE,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j1,TORMORE MANIFOLD TO TORMORE FLET 1-1,fail,low,material_certificates_or_testing,Material certificates or material testing,requalification_study,1.0,1.0,1.0,campaign,yes,material_testing_campaign,included_in_refurbishment_package,refurbishment_activity,screening_driver,"Material evidence is needed for pipe, weld and fracture checks.",REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_YUSOF_AZIZ_2025_PETRONAS_DENSE_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j1,TORMORE MANIFOLD TO TORMORE FLET 1-1,fail,low,component_compatibility_review,Component compatibility review,requalification_study,1.0,1.0,1.0,review,yes,compatibility_review_each,no,not_applicable,screening_driver,"Valves, seals, coatings and equipment exposed to CO2 service need compatibility review.",REF_KASS_ET_AL_2023_MATERIAL_COMPATIBILITY,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j1,TORMORE MANIFOLD TO TORMORE FLET 1-1,fail,low,fracture_and_decompression_screen,Fracture and decompression screen,requalification_study,1.0,1.0,1.0,study,yes,fracture_decompression_study_each,no,not_applicable,screening_driver,Dense-phase or high-pressure CO2 reuse needs fracture and decompression evidence.,REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_YUSOF_AZIZ_2025_PETRONAS_DENSE_PHASE_CO2_REPURPOSING,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j1,TORMORE MANIFOLD TO TORMORE FLET 1-1,fail,low,wall_thickness_verification,Wall-thickness verification,inspection,0.110162,0.110162,0.110162,km,yes,wall_thickness_verification_per_km,included_in_refurbishment_package,refurbishment_activity,screening_driver,Wall-thickness uncertainty must be reduced before detailed reuse decisions.,REF_BURKINSHAW_GALLON_CARVELL_HUSSAIN_2024_HYDROGEN_DATA_EVIDENCE; REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j1,TORMORE MANIFOLD TO TORMORE FLET 1-1,fail,low,co2_leak_detection_isolation_and_imr_plan,"CO2 leak detection, isolation and IMR plan",operations_readiness,1.0,1.0,1.0,plan,yes,imr_plan_each,no,not_applicable,screening_driver,"Reuse needs an operating integrity, leak detection and repair plan before operation.",REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR,"Quantity is a work driver for cost/LCA scoping, not a contractor estimate. Conservative remaining life is non-positive; review before reuse."
nsta_pl2759j1,TORMORE MANIFOLD TO TORMORE FLET 1-1,fail,low,replacement_or_refurbishment_steel,Replacement or refurbishment steel allowance,field_execution,653.960167,732.866509,813.021672,kg,yes,replacement_steel_kg,yes,pipeline_steel,screening_calculation,Calculated as new-build pipe steel mass multiplied by the gate-recommended refurbishment steel fraction.,REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_YUSOF_AZIZ_2025_PETRONAS_DENSE_PHASE_CO2_REPURPOSING,Uses refurbishment fraction 0.0500; replace with inspection-based repair quantities when available. Conservative remaining life is non-positive; review before reuse.
nsta_pl2759j1,TORMORE MANIFOLD TO TORMORE FLET 1-1,fail,low,refurbishment_activity_package,Refurbishment activity package,aggregate_lca_package,0.110162,0.110162,0.110162,km,no,not_for_direct_cost_sum,yes,refurbishment_activity,aggregate_screening_package,"Aggregate LCA package for inspection, cleaning, drying, repair and recommissioning until detailed process factors are split.",REF_OSTBY_TORBERGSEN_RONEID_LEINUM_2022_CO2_REQUALIFICATION; REF_MONSMA_MURRAY_2026_GAS_PHASE_CO2_REPURPOSING; REF_KUMAR_LOWERY_PASSUCCI_2025_ENI_LIVERPOOL_BAY_IMR; REF_DALONZO_BUSCO_ELVIRA_CHERUBINI_2025_CO2_IMR,Use this as the current LCA package row. Individual work items show what the package should later be split into. Conservative remaining life is non-positive; review before reuse.
